term,weight
work,0.04058757656668623
day,0.03141850152739056
today,0.026519707050728973
home,0.025661701057168824
going,0.022698674048304057
good,0.019485291845191488
sleep,0.019382901352594684
just,0.018890931841529263
morning,0.018125447935701446
weekend,0.01787229017730415
