Cluster_SBERT,Text+Image,Text-only
0,5.873261205564142,94.12673879443587
1,2.2076860179885527,97.79231398201145
2,21.90721649484536,78.09278350515464
3,2.536997885835095,97.46300211416491
4,4.0,96.0
5,2.952755905511811,97.04724409448819
6,1.9305019305019304,98.06949806949807
7,7.239819004524888,92.76018099547511
