term,weight
like,0.0807764923635017
just,0.07596689706415795
don,0.06909350147860581
feel,0.06467849699736393
know,0.057265118742144544
ve,0.056874945587496395
want,0.04995782212403969
time,0.046710914681880294
relationship,0.044875671876051994
really,0.04287467816470226
