term,weight
twitter,0.12698964648043953
follow,0.04781269348464009
tweet,0.04704593889576294
followers,0.030530563547285738
tweets,0.025397909787791648
following,0.02443495986608725
thanks,0.020642336132254673
tweeting,0.018861579438395407
facebook,0.018777260117444163
lol,0.01703035270475223
